Length,audio_name,Transcript,negative_count,positive_count,negative_positions,positive_positions,Senti,Total Frame Count,Total Positive Frames,Total Negative Frames,Total Neutral Frames,General Percentage,Negative_Frame_Sentiments,Positive_Frame_Sentiments
89.61,@Police_ALL_7N.wav,ہم وہاں پے گئے ہم باہر احتجاج کریں گے وہاں پہ ایک فیملی ہے خواتین ہے انہوں نے فیملی کو روکنا پے اچھا خاصا انہوں نے ان کے ساتھ اندر نہیں جائیں گے تو یہ دوسرے لفظوں میں ایک نئی کو ہم ادھر اجازت قانون دے رہے ہیں ریاست بنا رہے ہیں ان کا نہیں جی بدتمیزی شروع ہوگی اس میں پھر ان کو فزیکلی پش کیا تھا وہ ہم نے کر دیا لیکن دیکھے ہم نے کسی کی ماں بہن بیٹی کی حفاظت کی ہے وہ فیملی نہیں تھی تو یہ کسی کی فیملی ہے وہ پوچھ لیں ان سے رابطہ کریں کہ کس کی فیملی کے ساتھ انہوں نے لائک کرنے کی کوشش کی ہے تو اگر میں نے یہ نہیں کرنا تو میں اپنی جاب نہیں کر رہا سو ہم پبلک کے لئے ہیں ہم پبلک کے ان مفادات کے لیے ہیں جن کو ہم سمجھتے ہیں کہ وہ بگڑ گڈ ہے اور جو ہمیں قانونی طور پر میری ڈیوٹی ہے جب میں نے حلف لیا تو میں نے یہ کرنے تھے تو میری ریکویسٹ سب سے یہ ہے کہ جب بھی کوئی کنفیوژن ہے پولیس کو ضرور پوچھیں جتنی ادارے ہیں ان سے پوچھیں ہم سے پوچھ لیں ہر ادارے کے بارے میں پوچھیں ہم جواب دیں ہمیں ایک کنکشن ڈویلپ کرنا ہے اس کے لیے جیسے اپ نے کہا کہ اپ نے سوشل میڈیا پہ ہم اتے بھی ہیں ہمارے اکاونٹ سے اویلیبل ہیں ہمارے نمبر اویلیبل ہیں جس کی کوئی کنفیوژن ہے ہم سے بات کرے پہلے کلیریٹ لے لیں حقیقت کیا ہے جو مرضی کرے اپ دیکھیں گے جب کریگی کوئی بھی نہیں کرے گا کون چاہتا ہے کہ کسی کی فیملی کے ساتھ کوئی بدتمیزی کرے اور لوگ اس کو سپورٹ کریں جو بدتمیزی کر رہا ہے کوئی بھی نہیں ہے,13,7,"[2, 6, 9, 16, 17, 22, 27, 37, 39, 81, 85, 88, 89]","[7, 49, 53, 66, 71, 73, 87]",2,89,1,56,31,"(2, 62.92134831460674)","[0, 0, 0, 9, 0, 0, 0, 0, 9, 0, 9, 0, 0]","[0, 1, 0, 0, 0, 0, 9]"
95.23,@Police_ALL_8P.wav,جب لوگوں کو پتہ لگتا ہے وہ بالکل ہمارے ساتھ ہوتے ہیں جب لوگ ہم سے اکے ملتے ہیں وہ بڑے کلیئر ہو جاتے ہیں سو ہاؤ ڈو یو پرسنل لائف وتھ یور پروفیشنل لائف سروس فور پبلک اس میں ہماری فیملی بالکل کمپرومائز ہو جاتی ہے ہر پولیس والا کام ہے کہ پھر اپ جب شوق سے کرتے ہیں اور اپ کا ائی جی اگر 20 پاورز جاگ رہا ہے 22 اور جاگ رہا ہے تو ہاؤ کام کیا اپ جا کے سو سکتے ہیں یقینا یہ مشکل کام ہے لیکن الٹیمیٹلی ہمیں اس میں بہت سکون ملتا ہے اسکول سے ملتا ہے کہ ہم کچھ ہر روز حاصل کرتے ہیں میں کسی کو ریلیف دیتا ہوں میں کسی کا کام کرتا ہوں میں لوگوں کو انٹرٹین کرتا ہوں میں اپنی ویلفیئر کا کام لوں اس کا کرتا ہوں کانسٹیبل کی پروموشنز کرتا ہوں میں ان کے شہیدوں کو پلاٹ دیتا ہوں حاجی صاحب ان کے گھروں میں ہم جاتے ہیں ہمیں خوشی ہوتی ہے کام کرتے ہوئے لیکن یس فیملی بلکل کمپرومائز ہوتی ہے اس میں بھی میں کہوں گا ہمیشہ کوئی چاہتا ہے تمہاری فیملیز کے ساتھ بات کرے وہ بتائیں گے کہ وہ ہم رات تین بجے جاتے ہیں کمپرومائز لیکن ہم ملک کے لیے پبلک کے لیے یہ کرتے ہیں اور ہمیں بڑی خوشی تھینک یو سو مچ فار یور ٹائم اینڈ ون پولیس ڈیپارٹمنٹ ادارے ہیں تو ہم سکون سے بیٹھے ہوئے ہیں یہ نہ ہو تو ہمارا ملک اور ہم نہ چلیں تھینک یو سو مچ فور واچنگ,15,5,"[3, 16, 19, 30, 33, 34, 34, 46, 50, 56, 62, 63, 77, 90, 93]","[21, 37, 61, 82, 88]",2,95,8,47,35,"(2, 49.473684210526315)","[9, 0, 9, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0]","[0, 9, 0, 9, 0]"
96.55,@Women_Rights_NGNG.wav,اور معاشرے میں توازن تب پیدا ہوتا ہے کہ جب مرد کو برابری کے حقوق ملے اور عورت کو برابری کے حقوق ملیں لیکن ہمارے معاشرے میں ہمارے ملک میں بلکہ اوور ال دنیا کا اگر ہم جائزہ لیں تو یہ ایک روایت چلتی ا رہی ہے کہ ہر جگہ ہر موقع پر ہر سمت میں عورت کو دبانے کی کوشش کی جاتی ہے چاہے وہ گھر ہے چاہے وہ اسکول ہے چاہے وہ دفتر ہے اور چاہے وہ مطلب ایک شادی شدہ عورت ہے یا شادی کے بغیر عورت ہے اس کو کہیں نہ کہیں کسی نہ کسی مقام پے دبانے کی کوشش کی جاتی ہے اور ہر جگہ پے عورت کو یا تو اپنے حقوق کے لئے تگ و دو کرنا پڑتی ہے یا اس کو لڑائی کرنا پڑتی ہے یا پھر یہ ہے کہ وہ اپنی اواز کو دبا کے اپنے جو ہے جذبات کو دبا کر وقت گزارے اور پھر ہوتا کیا ہے کہ اہستہ اہستہ وہ عورت وہ بچی وہ خاتون جو ہے وہ بے شمار نفسیاتی مسائل کا شکار ہو جاتی ہے اور اگر ہم اسی طرح سے معاشرے میں جو ہے برابری کے حقوق کی بات کریں تو چاہے وہ دفاتر ہیں چاہے وہ تعلیمی ادارے ہیں چاہے وہ گھر ہے ہر جگہ پے عورت کو اپنے حقوق حاصل کرنے کے لئے جو ہے نا اپنی لڑائی اپ لڑنی پڑتی ہے اور جس طرح سے میں بات کر رہی ہوں عورت کے حقوق کی تو یہاں پر ہمارے معاشرے کا المیہ یہ ہے کہ ہمارے ملک میں اور بلکہ اوور ال دنیا کا جائزہ لیا جائے تو خواتین پر تشدد کے واقعات جو ہے وہ دن بدن بڑھتے جارہے ہیں اور خاص طور پر اگر ہم بات کریں کہ جو ہے ڈومیسٹک وائلنس کے علاوہ ہم بات کریں تو خواتین پر جو ہے ریپ کیسز میں بھی بہت زیادہ اضافہ ہوتا جا رہا ہے,19,1,"[6, 7, 18, 26, 28, 29, 30, 35, 44, 46, 50, 53, 54, 54, 66, 74, 77, 83, 95]",[95],1,96,13,26,57,"(0, 59.375)","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0]
46.35,@Women_RightsNGNG.wav,اور المیہ یہ ہے کہ اب تو ایک میچیور یا بالغ خاتون کی بجائے کم سن بچیوں کے ساتھ اور بہت چھوٹی بچیوں کے ساتھ بھی ریپ کیسز میں اضافہ ہوتا جا رہا لمحہ فکریہ ہے کہ ہم لوگوں کو اس بات پر توجہ دینی چاہیے اور اس کے سدباب کے لئے اقدامات کرنے چاہیے چاہے وہ حکومت ہے چاہے وہ انسانی حقوق کی تنظیمیں ہیں ہم سب کو مل کر اس میں اپنا ہاتھ اپنا جو ہے حصہ ڈالنا چاہیے اور اس کے لئے اواز اٹھانی چاہیے تو اج خواتین کے حقوق کے لئے اور ریپ کیسز کے حوالے سے اور ڈومیسٹک وائلنس کے حوالے سے بات کرنے کے لئے میرے ساتھ موجود ہیں سمیرا حسین صاحبہ یہ ایڈوکیٹ ہیں ہائی کورٹ کی اور اس کے علاوہ یہ کافی زیادہ جو ہے انسانی حقوق کی تنظیموں کے ساتھ کام کرتی ہیں اور باقی یہ کیا ہے یہ,5,4,"[1, 5, 37, 41, 44]","[9, 19, 41, 42]",1,46,11,10,25,"(0, 54.347826086956516)","[0, 0, 0, 9, 0]","[0, 9, 0, 9]"
84.8,@Women_Rights_NG.wav,اور سب سے بڑی بات میں اس پروگرام کے ذریعے ایک بات اپنی سوسائٹی کو ماں باپ کو بہن بھائیوں کو یہ کہنا چاہتی ہوں کہ اس سوسائٹی میں ایک عورت بہت میں وہ ان عورتوں کو سلوٹ کرتی ہوں جو باہر نکلتی ہیں کام کرتی ہیں کیونکہ ویسے ہی گھر چھوڑ کے اس کے اوپر بہت سی رسپونس بھی ہوتی ہے گھر کی بچوں کی اور پھر جب وہ کام کرنے کے لئے باہر نکلتی ہے تو اس کے لیے اس پے ٹرسٹ کریں اگر وہ کچھ اکے بتاتی ہے تو اس کو یہ مت کہے کہ گھر بیٹھ جاؤ اس کو کہے ہم تمہارے ساتھ ہیں تاکہ وہ جگہ وہ نہ صرف اوس بچی کے لئے بلکہ انے والے انے والے بچیوں کے لئے بھی ایک ایک بہت اچھا اچھی اکزامپل بن جائے تاکہ اس جو سرانگ میں جس میں چاہے وہ اسکول ہے چاہے وہ افسرز ہیں چاہے وہ کوئی اور وقت جگا ہے جیسے میاں بیوی کا رشتے میں بھی ہراسمنٹ کا جو ہے ڈومیسٹک وینس کا تو اپ ان پر ٹرسٹ کریں ان کے ساتھ کریں کھڑے ہوں اور اس میں امبرس فیل نہ کریں ہمارا سب سے بڑا ڈراب ہے اج تک میں سمجھتی ہوں یہی ہے کہ ہم ان چیزوں میں شرمندگی محسوس کرتے ہیں ہمیں ان چیزوں میں شرمندگی محسوس کرنی چاہیے کہ ہمارے اس طرح پے ٹریکل مائنڈ سیٹ کی وجہ سے ہماری بیٹی ہوا کی بیٹی ہماری بچیاں بہت سفر کر رہی ہیں تو ان کا ساتھ دیں اخر میں اپ ہمارے دیکھنے والوں کو یہ بتائیے گا کہ خواتین کی اگاہی کے لئے خاص طور پر,8,5,"[10, 14, 23, 36, 36, 60, 66, 69]","[18, 42, 42, 50, 74]",1,84,56,16,11,"(1, 66.66666666666666)","[0, 0, 0, 0, 9, 0, 0]","[0, 0, 9, 0]"
62.16,@Women_Rights4_NG.wav,فون کرو بچوں کو بچیوں کی اگاہی کے لئے ہمیں کیا اقدامات کرنی چاہیے سب سے پہلے تو بچوں کی اگاہی کے لئے گھر کا ماحول بہت ہے ایجوکیشن بڑی امپورٹنٹ ہے سوسائٹی میں دیکھیں اج اتنے سال پہلے ہمارے لیڈر قائد اعظم محمد علی جناح ایک بات کہہ رہی ہیں تو مجھے ایک پڑھی لکھی مانو میں تمہیں ایک پڑھا لکھا ماشاءاللہ بیٹوں کی بھی ٹریننگ اتنی ضروری ہے ہمارے گھر میں جب اور اسپیشلی میں یہ کہنا چاہوں گی کہ پیرنٹس کس چیز کا خیال رکھنا چاہیے کہ وہ اپنے بچوں کے سامنے لڑیں گی اپنے بچوں کے سامنے اس طرح اس قسم کے ابیوز لینگویج یوز نہیں کریں کیونکہ اس ان چیزوں کا ایک بچے کی شخصیت پر اتنا برا اثر پڑتا ہے اور وہ خود بخود ہی اونچی اب پتا نہیں چل رہا ہوتا لیکن وہ اس قدر کا ایک کریکٹر سامنے اجاتا ہے کہ وہ بڑا ہو کے وہی جو اپنے باپ کو دیکھتا ہے جو اپنی ماں کے ساتھ دے سلوک دیکھتا ہے یا تو وہ ریوینج میں ائے گا اپنی بیوی کے ساتھ کیا کرے گا یا پھر وہ والا کرنا حق سمجھے گا,6,1,"[28, 36, 40, 40, 44, 45]",[34],1,62,44,6,12,"(1, 70.96774193548387)","[0, 0, 0, 0, 0]",[0]
74.56,@Adnan_NG.wav,سب سے پہلی بات یہ ہے کہ ائی ڈونٹ بیلانگ ٹو ا میوزیکل فیملی فیملی طرح وہ بات جو تھی وہ ایک بڑی انوکھی سی بات تھی میرے خاندان میں کیونکہ میرے والد صاحب جو تھے وہ ڈپلومیٹ تھے 14 کنٹریز اور میرے گرینڈ فادر اینڈ فادر اوریجنل فروم افغانستان تو ہی واز مائی فرینڈ فادرز گورنر ٹو فائیو افغانستان کی فیملی ہے جہاں پر پولیٹیشن ہے سول سرونٹس ہیں لائیرز ہیں ڈاکٹرز ہیں میں اچانک بیچ میں کیا کہتے ہیں ہاؤس دا بلیک شیپ سمجھ لو ہر کلاکار کا ہوتا ہے جہاں پے جو کلاکار کے اندر کی پرابلمز ہوتی ہے اسٹرگل ہوتی ہے انٹرنل اسٹرگل جو کبھی کبھی اپنی میوزک سے ظاہر کر دیتے ہیں اور وہ بات نہیں کر پاتے ایسا کچھ تھا جو اپ جس سے اپ جونجھ رہے تھے جس سے اپ بیٹل کر رہے تھے,3,0,"[28, 40, 64]",[],1,74,4,14,29,"(0, 39.189189189189186)","[0, 0, 0]",[]
75.35,@Adnan2_NG.wav,بہت بہت داستان سنانا شروع کروں گا کل صبح تک ویڈیو مکمل بھوک لکھیں گے میں یہ دعوے سے اپ کو کہہ دیتا ہوں کنوکشن کے ساتھ میں اپ کو یہ تسلی دے سکتا ہوں کہ جو کچھ بھی اب تک میڈیا میں ایا ہے یا جو کچھ بھی ایا جو میڈیا میں ایا ہے وہ میں سمجھتا ہوں کہ وہ 10 بھی نہیں ہے کیونکہ اس کے پیچھے بہت ساری اور ٹوئسٹ ہیں ٹرنز ہیں حقیقتیں ہیں جن کو میں نے بیان کرنا ضروری نہیں سمجھا اور میں نے سوچا کہ وہ اتنی کمپلیکیٹڈ ہے چیزیں کہ ایک پیراگراف میں یا ایک سینٹینس میں مکمل طور پے میں بیان نہیں کر سکوں گا جو لوگوں نے غلط سوچی ہوئی ہے جیسے میری سیٹیزن شپ ہے اس کے پیچھے ایک پاپولر کہانی ہے جو دونوں طرف لوگوں نے بنائی ہے اور ایک حقیقت ہے جو میرے جو لوگ ایکچولی انوس تھے اس کے اندر اس کی جو جو اندرونی کہانی ہے جو حقیقت ہے جس سے میں گزرا تھا,7,4,"[4, 29, 31, 38, 49, 53, 58]","[5, 47, 54, 55]",1,75,3,6,16,"(0, 21.333333333333336)","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 9]"
79.37,@Adnan_N.wav,صرف وہ لوگ جانتے ہیں جو ایکچولی انوالو تھے اس کی حقیقت میں اور وہ میں اگر ایک سینٹینس میں بولوں گا تو وہ مکمل نہیں ہوگا مجھے پھر پوری چیز بتانی ہوگی کہ وہ کیسی ہوئی تو اب کیا ہے کہ وہ ایک پاپولر جو ابھی اج جو حقیقت جو لوگ سمجھ رہے ہیں کہ وہ حقیقت ہے وہ اج ایک پاپولر طور پر مشہور ہوئی ہے کہانی لیکن وہ حقیقت نہیں ہے اصلی کہانی میری کے پیچھے کچھ اور ہے اور وہ جواب سنو گے وہ اتنی خوفناک ہے کہ اپ حیران ہو جاؤ گے دونوں طرف میں اس چیز کا مجھے ایک بات پوچھنی ہے پڑھا ہے کہیں کہیں اور سنا بھی ہے کہ اس دوران جب اپ کو سیٹیزن شپ نہیں ملی تھی پر اپ نے اپلائی کیا تھا دونوں طرف کو پتہ چل گیا تھا کہ اپ ادھر کسی چیز میں شپ کے لیے اپلائی کر چکے تھے تو اپ کو ایک مجھے مطلب مجھے اپ سچ بتانا یہ بات مجھے یہ سننے کو تھا کہ اپ کو بہت سارے ڈیتھ ریٹس بھی ملے اپ کے کنٹری سے مطلب اپ تو ابھی ہمارے تو پاکستان سے اپ کو بہت دلچسپ ملے اور انڈیا اور پاکستان کے بیچ کی جو پولیٹیکل ہستی لیٹی ہے اس کے تحت اپ کو یہاں پے بھی بہت سارا ججمنٹ فیس کرنا پڑا کیا یہ سچ ہے,11,4,"[0, 9, 11, 25, 26, 28, 32, 33, 36, 44, 51]","[9, 23, 27, 68]",1,79,0,10,32,"(0, 40.50632911392405)","[0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]"
63.95,@Adnan__N.wav,لیٹ می بی ریلیونٹ تھنگ سگنی لیکن اس کے علاوہ وہاں سے کچھ تھے تھریٹس لیکن اٹ واز دے یہ چیزیں جو ہیں یہ ایکسپیکٹڈ ہوتی ہے اپنے لیے اپنے فیملی کے لیے فیملی کے لئے تو مجھے میں اپنے لیے کبھی نہیں ڈرتا میں اگر میں اگر مجھے تھوڑا سا خوف ہوتا ہے اپنی فیملی کے لئے ہوتا ہے لیکن اس سے اس سے زیادہ اس طرح سے اس طرح کا بھی خوف نہیں ہوتا کیونکہ اپ کو کیوں دیا جاتا تو اپ کو کہیں کیس پہنچی جو اس کو اینگل دیا گیا ایک پورا کہ اپ کے پاپا,9,0,"[4, 10, 12, 27, 33, 39, 42, 47, 48]",[],1,63,0,4,43,"(0, 68.25396825396825)","[9, 0, 9, 0, 9, 0, 9, 0, 0]",[]
